CODIGO ARTICULO,CLI,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
,7398,4,,,,,,,,,
ARTICULO16925,1325,,2,,,,,,,,
ARTICULO16926,4758,,,,,,,,,,2
,6802,,,,,,,,8,,
,7113,,3,,,,,,,,
,8210,,,,6,1,,,,,
ARTICULO16930,2132,,,,,,,,,1,
,4056,,,,,,1,,,,
,4909,,2,4,,2,4,,,,
,5388,4,4,,4,,2,,12,,
,9094,,,,,,1,,,,
ARTICULO16935,7534,,,,1,,,,,,
ARTICULO16936,427,,,,2,,,2,13,18,
,2318,,,,,,,,2,,
,4729,,,,,,,,,,2
,6151,,49,5,20,,10,,,,4
,9598,,,,,,,,,,1
,9808,,,,,,,,,32,14
ARTICULO16942,2174,,,,,,2,,,,3
,4048,,,,,,7,11,22,9,
,4704,,,,,1,,,,,
,6122,,,,,,,,,2,2
,6151,,,,,8,,,2,16,
,7253,,,,,1,,,,,
,8626,,,,,,8,10,23,6,6
,8651,,,,2,,,,,,
,9598,,,,,,,,,,3
,9985,,,,,,,,,,7
ARTICULO16952,2187,5,,,,,,,,,
ARTICULO16953,427,,,,,,,1,,,
,2174,,,,,,,,1,,0
,2677,,,,20,,,,,,
,4048,,,,,,4,13,26,9,
,4056,,,,,,,,,2,2
,4758,3,6,1,2,,2,,,,3
,6151,48,63,74,6,42,,,8,,6
,6385,,,2,,,,,,,
,9598,,,,,,,,,1,2
,9646,,,,,,,,6,,
ARTICULO16963,1271,,,,,,,,,,4
,2174,,,,,,,,2,2,
,2187,1,,,,6,,,,,
,2435,,,,,2,,2,,,
,4048,,,,,,,13,1,,
,4758,12,20,13,14,15,17,11,24,10,17
,4909,,3,1,,,,,,,
,5493,,,,,,,,,4,
,6151,,,,,,1,5,2,,
,8466,,,,,,,,2,,
,9628,,,,,,,,2,,
ARTICULO16974,427,8,9,5,5,8,8,5,6,10,11
,1902,,,,,,,1,,,
,2187,1,2,,3,,,,,,
,4758,1,3,2,2,1,2,3,1,,1
,5754,,,1,,,,1,,,
,5934,,,,,3,,1,,,
,6151,117,35,16,3,46,6,22,28,64,7
,6417,,,,,,,2,2,,
,7583,14,,13,6,,,,,,
ARTICULO16983,1271,,,,,,,1,,1,
,2187,6,,3,,1,,,,,
,2368,3,1,,,,,,,,
,4048,,,,,,,2,2,,
,4758,12,14,12,13,12,8,7,9,8,9
,6122,,8,,,,,,,,
,6151,22,5,9,,,,,,,
,6723,,,,,2,,,,,
,8787,,,,,1,,,,,
,9205,,,,,,5,,,,
ARTICULO16993,427,,,,,,11,,,,
,2172,48,,,,,,,,,
,2174,4,,9,,,20,,8,,7
,2187,,,1,,,,,,,
,2309,,12,0,,,,,,,
,2700,,,,,,,,,0,
,4758,,2,,1,,,,1,2,2
,4909,,3,1,,,2,,,,
,8787,,,,,1,,,,1,1
,9144,,,,,,1,,,,
,9371,,,,,,,4,,,
ARTICULO17004,2980,,,,,,1,,,,
,8359,,,,,2,,,,,
,9045,,,,,,3,,,,
ARTICULO17007,4056,,,,,,,,,,1
,4153,,,,,,,,,,16
,4405,,26,15,,,,,,,
,4497,,,2,5,4,,,,,
ARTICULO17011,3091,,,,2,,,,,,
,3574,,,3,,,,,,,
ARTICULO17013,1328,,,,,,,,,7,1
,4048,,,,,,,4,2,,
,4729,,5,,,,,,,,
,4990,,,,,1,,,,,
,6151,,,5,8,,,,,,
,8306,,,,48,,,,,,
ARTICULO17019,6151,6,10,,,3,,,,,
ARTICULO17020,3029,,4,,4,,,,4,,8
ARTICULO17021,3029,,4,2,,,,,4,,
ARTICULO17022,3458,,1,,,,,,,,
ARTICULO17023,3272,,,,,,,,,,
,4882,,,,1,,,,,,
,9639,,,,,,,,1,,
ARTICULO17026,427,,,,1,,,,,,
,1328,,,,1,,,,,,
,6802,,,1,,,,,,,
ARTICULO17029,425,,,,,,,1,,,
,427,,1,,,,,,,,
,3668,,,1,,,,,,,
,9474,,,,,,,1,,,
ARTICULO17033,427,1,1,,,,,,1,,
,2485,,,,,,,,,,1
,2623,,,1,1,,1,,,,
,4909,,2,,,,,,,,
,5345,,,,,,,2,2,,
ARTICULO17038,1681,,1,,,,,,,,
,2309,,,,,,,,,1,
,3046,,1,,,,,1,,,
,3407,,1,,,,,,,,
,3464,,,4,,,,,,,
,4909,,,,,,,,1,,
,5052,,1,1,1,,,,,1,
,5822,,1,1,1,,3,2,,,
,7993,,,,1,,,,,,
,8070,,2,,,,,,,,
ARTICULO17048,1884,1,,,,,,,,,
,2146,,,,,,4,,,,
,2262,,2,,,,,,,,
,2309,,,,,,,,,1,
,2700,,,,,,,,1,,
,4909,7,4,6,2,2,,2,1,1,2
,5052,,,1,,,,2,,,
,5261,,,,,,,,4,6,8
,5822,2,,,,,1,,,,
,7504,,2,,1,3,,,,1,
,7719,,,,,,1,,1,1,
,8104,,,,3,,,,,,
,9488,,,,,,,,1,,
ARTICULO17061,2465,,2,,,,,,,,
,9378,,,,,,,,1,,
ARTICULO17063,3272,,,,,,,,,,
,6338,,,0,,,,,,,
,8168,,,2,,,,,,,
ARTICULO17066,222,,,,,,,2,,,
,238,,,,,1,,,,,
,427,,,,,,4,4,,,
,711,,,,,,4,,,,2
,1371,2,2,,,,,,,,
,1884,,2,,,,,,,,
,2716,,,,,,2,,,,
,2885,18,8,32,8,8,,4,4,,4
,4119,1,1,1,,,,,,,
,4556,,,,,,,,,7,
,7186,,,,,,,,,1,
,7719,4,1,1,,,1,3,,,
ARTICULO17078,2489,1,,,,13,,,,2,1
,5322,,,,1,,,,,1,
ARTICULO17080,3217,,,2,,,,,,,
,7725,1,,,,,,,,,
ARTICULO17082,3272,2,,,,,,,,,
,8640,,,,,,,,,1,
ARTICULO17084,2119,,1,,,,,,,,
ARTICULO17085,7284,,,,1,,,,,,
ARTICULO17086,6441,,1,,,,,,,,
ARTICULO17087,1872,,,,,1,,,,,
ARTICULO17088,5415,1,,,,,,,,,
ARTICULO17089,6043,1,1,2,2,1,2,1,,,
ARTICULO17090,6209,,,,12,,,4,,,2
ARTICULO17091,787,,,,,,,,,,1
ARTICULO17092,1478,,,1,,,,,,,
,7246,,1,2,,,,,,,
ARTICULO17094,3902,,,,,2,,,,,
ARTICULO17095,5959,,,,,,,,,,1
,8799,,,,,1,,,,,
ARTICULO17097,7792,,,1,,,,,,,
ARTICULO17098,1884,,,2,,,,,,,
,1944,,,,,,,,2,,
,2818,,,,,,2,,,,
ARTICULO17101,427,,,,,,,,,1,
,8853,,,,,3,,,,,
ARTICULO17103,645,1,,,,,,,,,
ARTICULO17104,4694,,,,,1,,,,,
ARTICULO17105,80555,,4,,,4,,,,,
ARTICULO17106,2782,,,,,,2,2,,,
ARTICULO17107,1466,,1,1,1,1,,,1,,1
ARTICULO17108,10531,,2,2,2,,,8,,,
ARTICULO17109,427,,,,,,,,,1,1
,2435,,,,,,,1,,,
,8179,,,,1,,,,,,
ARTICULO17112,6209,,,,6,,,2,,,1
ARTICULO17113,4301,,,2,,4,2,3,4,4,3
ARTICULO17114,7434,1,,,,,,1,,,
ARTICULO17115,787,1,,,,,,,,,
ARTICULO17116,376,,5,,,,,,,,
ARTICULO17117,452,,1,,,,,1,,,
ARTICULO17118,3471,,,,1,,,,,,
ARTICULO17119,376,4,,,,,,,,,
ARTICULO17120,452,,,,1,,,,,,
ARTICULO17121,3969,,,,1,,,,,,
ARTICULO17122,7477,,1,,,,,,,,
ARTICULO17123,2200,,,,,,8,8,20,4,
,2894,8,,,,,,,,,
,7246,,,,,6,,,,,
,8399,,,3,,,2,,,,
,9482,,,,,,,6,,,
ARTICULO17128,7633,,,,1,,,,,,
ARTICULO17129,1531,,,,12,,50,,,,
ARTICULO17130,1531,,,,1,,,,,,
ARTICULO17131,3599,,18,,,,,,,,
,4644,3,,,,,,,,,
,4909,,,1,,,,,,,
,6385,,,,,,,2,,3,
,7887,,2,,,,,,,,
,8579,,,,,,,1,,,
ARTICULO17137,2396,,,,1,1,,,,,
,5493,,1,,,,,,,1,1
,6203,,,,,,,,,1,1
,7233,,,1,,,,,,,
,8033,,1,,,,,,,,
,8973,,,,,1,,,,,
,9086,,,,,,1,,1,,
,9089,,,,,,,,,,1
,9335,,,,,,,2,,,
,9946,,,,,,,,,,2
ARTICULO17147,4073,,,,,,,1,,,
,5493,,,,,,,,,1,
,5683,,,1,,,,,,,
,8027,,,,,,,,1,,
,9089,,,,,,1,,,1,
ARTICULO17152,935,,40,2,,,,,,,
,1986,,,,,,5,,,,
,2119,,,4,,,,2,3,,
,2716,,,,,,,,,,1
,4909,,,,,,,,,,2
,6209,,,,,,,,,4,
,6330,,,,1,,,,,,
,6438,,,,,,,1,,,
,6862,,,2,,,,,,,
,7893,,1,,,,,,,,
,8143,,1,,,,,,,,
,8358,,,2,,,,,,,
,8617,,,,,,,2,,,
,8853,,,,,2,1,,,,
,9447,,,,,,,,,3,3
,9510,,,,,,,,1,1,
,50230,,,1,40,84,50,,,,
ARTICULO17169,470,,,,,,,1,,,2
,2119,2,2,1,,3,1,6,2,,
,3887,,,,,1,,,,,
,6097,,,,,1,,,,,
,10032,,,,,,,,,,1
ARTICULO17174,9684,,,,,,,,,1,
ARTICULO17175,6446,,,,,,2,2,,,2
,7685,,,,,,,,1,,
ARTICULO17177,449,1,,,,,,,,,
,2174,,,1,,,,,,,
,7426,,,,,,,,25,,
,8196,,,9,,,,,,,
,8571,,,,,,2,,,,
,8815,,,,,,,,,,
,9986,,,,,,,,,,2
,10991,,,,,,1,,1,,
ARTICULO17185,1672,,,1,,,,,,,
,5771,,,,,,,,,,1
ARTICULO17187,2083,,,,,,,3,,,
,2309,,,,,,1,,,,
,3217,2,,,,,,,,,
,6070,,,,,,,,,,1
,6449,,5,,,,,,,,
,7795,,,,1,,,,,,
,7882,,,,,,1,1,2,,
,8884,,,,,,,1,,,
,9152,,,,,,1,,,,
,9689,,,,,,,,,2,
,50230,,,,,,,,52,42,
ARTICULO17198,2119,,,2,1,,2,,1,3,1
,6827,,,,,,,,1,2,30
,8194,,,1,,,,,,,
,8243,,,,,,,,,,2
ARTICULO17202,1986,,,,,,2,,,,
,2119,6,5,,,,,,,,
,3137,,,,,1,,,,,
ARTICULO17205,4056,,,,,,,,,4,4
,9693,,,,,,,,,1,
,9966,,,,,2,,,,,
ARTICULO17208,1111,,,,,1,,,,,
,3162,1,,,,,,,,,
,4185,,,,,1,,,,1,2
,4884,,,,,,,,,,1
,7256,,,,2,,,,,,
,7703,1,,,,,,,,,
,8141,,1,,,,,,,,
,8551,,,,1,,3,,,,
,8692,,,,,,,,,,1
,9022,,,,,,,1,,,
,9243,,,,,,,25,,,
,9257,,,,,,,2,1,,
,9697,,,,,,,,,1,
ARTICULO17221,1995,,,1,,,,,,,
,2119,2,3,,,,3,5,1,3,
,2135,,,,2,,,,,,
,2309,,,,,,,,,1,
,4914,,,,,3,3,,,,1
,6449,,,,,,,,,,4
ARTICULO17227,7368,,,,,6,,,,,6
ARTICULO17228,1271,,,,,,4,,,,
,2216,14,3,8,3,,4,,,,2
,2219,,,,,,,,,,3
,8262,,,,1,,,,,,
,8889,,,,,,,1,,,
ARTICULO17233,2216,1,,,,,,,,,3
,4743,,,,1,6,,,,,
,5496,3,,,,,,,,,
ARTICULO17236,427,,,,,,,,,8,2
,2216,,1,,1,1,3,,,,3
,3695,,,,,,2,,,,
,4930,2,2,,,,,,,,
ARTICULO17240,2029,,,1,,,,,,,
,2187,1,,,,,,,,,
,2216,1,,2,1,1,,2,1,,1
,2219,,,,,,1,2,,,
,2282,2,1,,,,3,,,,
,2498,1,1,,,1,1,,,2,1
,2770,,,,,,,,,2,
,3093,,,1,,,,,,,
,3607,,,2,,,2,,1,,
,3619,,,1,,,,,,,
,3715,,1,,,,,,,,
,3730,,,,,,,,1,,
,4051,,,,1,,,,,,
,4313,,,1,,,,,,,
,4881,,,,,,,,,1,
,5130,,,,,1,,,,,
,5148,,1,,,,,,1,,
,5395,,,,,,,,,,2
,5469,1,6,,4,,2,6,10,,
,7499,,,1,,,,,,,
,7580,,,,,,1,,,1,
,7582,,,,1,1,,,,,
,7610,1,,,,,,,,,
,7614,3,4,,,4,,,,,
,7632,1,,,,,,,,,
,7726,,,,2,,,,,,
,7842,1,3,2,,,,,,,
,7905,,1,1,,,,1,,,
,7927,,1,,,,,,,,
,7998,,1,4,,2,,,2,,
,8004,,2,,,,,,,,
,8155,,,1,,,,,,,
,8217,,,1,,,,,,,
,8316,,,,,,,,2,,
,8391,,,,,,,,,1,
,8569,,,,5,,,,,,
,8687,,,,1,,,,,,
,8801,,,,,2,,,,,
,9001,,,,,,1,,,,
,9260,,,,,,,1,,,
,9310,,,,,,,1,,,
,9404,,,,,,,1,,,
,9479,,,,,,,1,,,
,9538,,,,,,,,1,,
,9685,,,,,,,,1,,
,9747,,,,,,,,,0,
,9810,,,,,,,,,1,
,9938,,,,,,,,,,1
,9994,,,,,,,,,,1
ARTICULO17289,2282,,,,1,,,,,,
,7726,,,,1,,,,1,,
,9039,,,,,,1,,1,,
ARTICULO17292,2216,,2,2,,1,9,,,,1
,2282,,,,,,,,,,1
,2307,,,,,,1,,,,
,3901,,,,,,,1,,,
,4909,,1,,,,,,,,
,6544,,1,,,,,,,,
,6872,,1,,,,,,,,
,6874,,1,,,,,,,,
,7418,,,,,1,,,,,
,7601,,1,,,,,,,,
,7716,1,,,,,,,,,
,7734,1,,,,,,,,,
,8101,,1,,,,,,,,
,8167,,,1,,,,,,,
,8189,,,1,,,,,,,
,8205,,,1,,,,,,,
,8783,,,,,1,,,,,
,9103,,,,,,1,,,,
,9238,,,,,,1,,,,
,9360,,,,,,,1,,,
,9386,,,,,,,1,,,
,9462,,,,,,,,,,1
,9560,,,,,,,,1,,
,9857,,,,,,,,,1,
,9937,,,,,,,,,,1
ARTICULO17317,1271,,,,,,,,1,,
,2187,,2,,1,,,,,,
,2216,,,1,1,1,,,1,1,
,2282,,,1,,,1,,,,
,2498,,1,,,,,,,,
,3368,,,,,,1,,,,
,3730,,2,,,,,1,,2,
,4313,,,,,,,1,,,
,4704,,,,,,1,,,,
,4909,,,,,,4,5,,,
,5973,,,,,,1,,,,
,6001,,,,,1,,,,,
,7017,,,,,,1,,,,
,7374,,,,,,,,,1,
,7499,2,,,,,,,,,
,7780,2,,,,,,,,,
,7802,1,,,,,,,,,
,8261,,,1,,,,,,,
,8314,,,,1,,,,,,
,8636,,,,1,,,,,,
,8766,,,,,1,,1,,,
,8789,,,,,1,,,,,
,9208,,,,,,,,1,,
,9333,,,,,,,1,,,
,9336,,,,,,,1,,,
,9393,,,,,,,1,,,
,9403,,,,,,,1,,,
ARTICULO17344,427,3,2,4,,2,,,,,
,2135,,,,,,,,1,,
,2187,,,1,,2,,,,,
,2216,,,2,,,,,,1,
,2282,,,,,,,1,2,3,
,2498,,,,,,,1,,,
,3607,,,,,,,2,,,
,3695,,,,,3,,,,,
,4828,,,1,,,,,,,
,5572,2,,,,,,,,,
,5576,,,,,,,,,1,
,5588,,,,,,,,1,,
,6637,2,,,,,,,,,
,6697,,2,,1,,,,,,
,7461,,,,,,,,1,,
,7580,,,,2,,,,,,
,7805,4,16,10,8,12,24,24,8,12,
,7904,,2,,,,,,,,
,7910,,,,,,,,,1,2
,8332,,,2,,,,,,,
,8851,,,,,,2,,,,
,8949,,,,,2,,,,,
,9316,,,,,,,1,,,
,9539,,,,,,,,2,2,
,9944,,,,,,,,,,16
ARTICULO17369,8749,,,,,2,2,5,,,
ARTICULO17370,4983,,,1,,,,,,,
ARTICULO17371,2177,,,,,,,1,,2,
,2307,,,,,,,,1,,
,4055,,,,,,,,,1,
,4313,,,,,,,,,,1
,4714,,,,,,,,1,,
,8492,,,,1,,,,,,
,9375,,,,,,,1,,,
,9888,,,,,,,,,1,
ARTICULO17379,3235,,,,,,,1,1,,
,5214,,,,,,,,1,,1
ARTICULO17381,7142,,,1,,,,,,,
,7351,1,1,,,,,,,,
ARTICULO17383,6287,,1,,,,,,,,
ARTICULO17384,427,,,,,,1,,,,
ARTICULO17385,3607,,,2,,2,3,,6,3,
,7575,,3,,2,2,,,2,1,
ARTICULO17387,2924,,,,,,,,,,1
ARTICULO17388,7645,,1,,,,,,,,
,7871,,2,,,,,,,,
ARTICULO17390,8501,,,,1,,,,,1,1
ARTICULO17391,2187,,,,1,,,,,,
,4713,,,,,,,,,2,
,5988,,,,,1,,,,,
,7867,,2,,,,8,,2,,
,9256,,,,,,,1,,,
ARTICULO17396,8501,,,,1,,,,,,
ARTICULO17397,8693,,,,,1,,,,,
ARTICULO17398,5520,1,,,2,1,,1,,,
,7482,2,,,,,,,,,
,7976,,,,,,,1,,,
,8540,,,,2,,1,,1,2,
ARTICULO17402,2216,,,,1,,,,,,
,7187,,,,,,,,,1,
,8130,,,,,,,,2,,
ARTICULO17405,4839,,,,,,,,,,1
,7210,,,,1,,,,,,
,7917,,1,,,,,,,,
,8404,,,1,,,,,,,
ARTICULO17409,4055,1,,,,,,,,,
,8749,,,,,,,,2,,
,8928,,,,,4,,,,,
ARTICULO17412,1271,,,,,,1,,,,
ARTICULO17413,7645,2,,,,,,,,,
ARTICULO17414,5886,,,,,2,,,,,
,8541,,,,1,,,,,,1
,9319,,,,,,,1,,,
,9407,,,,,,,,2,,
,9978,,,,,,,,,,1
ARTICULO17419,6287,1,2,,,1,,1,,2,2
ARTICULO17420,4055,,,1,,,,,,,
ARTICULO17421,4141,2,,,,,,,,,
ARTICULO17422,5826,,1,,,,,,,,
ARTICULO17423,7286,,1,,,,,,,,
,7481,,,,,1,,,,,
ARTICULO17425,7775,1,,,,,,,,,
ARTICULO17426,7927,,1,,,,,,,,
,7969,,1,,,,,,,,
,8684,,,,2,,,,,,
,9665,,,,,,,,1,,
ARTICULO17430,7286,,1,,,,,,1,,
,9891,,,,,,,,,,2
ARTICULO17432,5261,,,,,1,,,,,
,7593,1,,,,,,,,,
,7927,,,,1,,4,1,2,,
ARTICULO17435,1271,,,,,,,,1,,
,2187,,,,,1,,,,,
,4881,,,1,,,,,,,1
,7402,,,1,,,,,,,
,9805,,,,,,,,,1,
ARTICULO17440,4881,1,,,,,,,,,
ARTICULO17441,7142,,1,,,,,,,,
ARTICULO17442,6445,1,,,,,,,,,
ARTICULO17443,1271,,,,,,,1,1,2,3
,2187,,,1,3,1,,,,,
,4881,,,,1,,1,,2,,
,9833,,,,,,,,,2,
ARTICULO17447,4881,1,1,1,,,,,,,
ARTICULO17448,8103,,1,,,,,,,,
ARTICULO17449,5412,,,,2,,,,,,
ARTICULO17450,7871,,1,,,,,,,,
,8486,,,,2,,,,,,
,9632,,,,,,,,,1,
ARTICULO17453,8280,,,1,,,18,,,,
ARTICULO17454,314,,,5,6,,,,,2,1
ARTICULO17455,3422,,,,3,,2,,,,
ARTICULO17456,4704,,,,,,1,,,,
,6225,1,5,3,1,,1,,1,,
ARTICULO17458,6225,,1,2,,,1,,,,
ARTICULO17459,4741,,,,,4,,,,,
ARTICULO17460,4741,,,,,8,,,,,
ARTICULO17461,4741,,,,,4,,,,,
ARTICULO17462,1083,,2,,,,,,,,
ARTICULO17463,877,4,,,,,,,,,
,3521,,20,,,10,15,,,20,
ARTICULO17465,1420,,4,,,2,,4,,,
,4286,2,,8,4,2,,,4,6,2
,8641,,,,,,,4,,,
,9447,,,,,,,,14,8,2
ARTICULO17469,1420,24,54,,2,16,12,,,,
,3925,,,,,,4,4,,,8
,4286,2,,12,10,,8,,26,6,
,4815,,,,,,,2,,,
,6575,,,,,8,4,4,,,
,8904,,,,,,,,20,,
,9447,,,,,,,,8,4,
,13027,0,,,,,,,,,
ARTICULO17477,5727,,1,,,1,,,,,
ARTICULO17478,353,1,,2,,,,,,,
ARTICULO17479,353,,,1,,,,,,,
ARTICULO17480,3730,,20,,,,15,,,,
ARTICULO17481,969,,,,,2,,,12,10,
,2216,30,1,,5,,,1,,,
,2271,,,,1,,,,1,,
,2396,,,,,,,,,,7
,2677,,,,,,,,,4,
,4485,,,,,,,2,,,
,4909,,16,30,,,,8,10,11,5
,5493,,,,,,,,4,8,10
,7799,1,,,,,,,,,
,9243,,,,,,,1,,,
,10079,,,,,,,,,,1
,13027,,,,,,,,1,,
ARTICULO17493,427,,1,,,2,,,,,
,735,,,,,,,1,,,
,2178,,,,1,,,,,,
,2216,,,,,,,,,,4
,3029,,,1,,,,,,,
,3695,,,,,1,,1,,,
,6417,,,,,,,5,,2,
,7044,,,,3,,,,,,
,9236,,,,,,,,2,,
,9916,,,,,,,,,1,
,10008,,,,,,,,,,7
ARTICULO17504,427,,,,,,1,,,,
,969,,,4,3,,1,8,,,
,1091,,,,,,2,,,,4
,2216,,,,,6,,,24,7,
,2309,,,,,,,,2,2,
,2441,,,,4,,,,,,
,2506,,,,,,,,,,6
,3422,,6,,,,,,,,
,4909,,,,,,,4,,3,
,8418,,,2,,,,,,,
,8748,,,,,,,,,1,
,9561,,,,,,,,2,,2
,9609,,,,,,,,,,3
ARTICULO17517,208,,,,,,1,,,,
,222,,,,,,,,,,8
,427,,,,,2,,,,,
,1531,,,,,,,,2,,
,2174,,,,,1,,,,,
,2216,,,,,,,,5,,
,2857,,,,,3,,,,,
,3529,,,,2,,,,,,
,3746,,,,,,,,,10,
,4970,,,,,,,,,,2
,7583,,,,1,,,,,,
,8868,,,,,,,,5,,
,9236,,,,,,,,10,,
,9742,,,,,,,,,4,
,11116,,,,,,,,,,
ARTICULO17532,427,,,,,,,1,,1,
,1091,,2,,,,,,,,
,1271,,,,,,,2,,,
,2216,,,,,1,7,,,,5
,2282,4,,,,,,,,,
,2396,,,,,,,,,4,2
,2479,,,,,,,,4,,
,3164,,,,6,2,,,,1,
,3851,,,,2,,,,,,
,4556,,,,,,,,,8,
,4909,,,,,2,,7,,,5
,5472,,,,,,,2,2,,
,6385,,6,,,,,,4,,
,6417,,,,,,,6,4,3,1
,7397,,,,,,,8,,,
,7418,,,21,,,,,,,
,8893,,,,,2,8,10,,,2
,9464,,,,,,,,2,,
ARTICULO17550,427,,,,,6,,,,,
,2667,,,,,6,,,,,
ARTICULO17552,2216,,,,,,,,5,,
,4729,,,,,,,,,1,
ARTICULO17554,7,,,,,,,,,3,
,1996,,,,,,,,,,3
,2216,,20,30,,,,,,,
,4704,,,,,,,,3,,
,4909,,,,,,,,,1,
,4917,,,,,,,12,10,,
,6114,,,,,,,,,2,
,7397,,,,1,,,,,,
,7702,1,,,,,,,,,
,9436,,,,,,,,1,,
,10079,,,,,,,,,,1
ARTICULO17565,5493,,,,28,,50,,,,
ARTICULO17566,427,,,,,,,,,,3
,1091,,,,,,2,4,,,2
,2402,,,,,,1,,,,
,2506,,,,,4,,,,,
,2826,,6,,,,,,,,
,3164,,,,,,,,,,1
,4909,10,,10,3,8,13,,,4,
,7044,,,,3,,,,,,
ARTICULO17574,6417,,4,,,,,,,,
ARTICULO17575,399,,,,,,8,,,,
,564,,,,,,,,,,1
,1271,,,,,,,5,,,
,2216,,,,,,,2,,,6
,2623,,,,,,8,7,,,
,4909,,,,,,,3,,,
,7397,,,,,,,,3,,
,7470,,,,,2,,,,,
,9436,,,,,,,1,,,
,9651,,,,,,,,,,1
,9951,,,,,,,,,,8
ARTICULO17586,345,5,,,,,,,,,
ARTICULO17587,2219,,,,5,,,,,,
,5721,10,,,,,,,,,
ARTICULO17589,3162,,,1,,,,,,,
ARTICULO17590,711,4,,,,,,,,,
,6225,,,1,,,,1,,,
ARTICULO17592,1091,,,2,,,,,,,
,2216,,,10,,,,,,,
,3559,2,,,,,,,,,
ARTICULO17595,222,,,,,,4,,,,
,517,,,,1,,,,,,
,1091,,3,,,2,,,,,
,2216,,,5,,,,,33,15,15
,3695,,,,,,,,,,1
,4909,2,,2,,2,4,3,,6,
,7911,,,,,,,,,,8
,8049,,1,,,,,,,,
,8641,,,,,,4,,,,
,9451,,,,,,,,,2,
ARTICULO17605,427,,,,,,,,1,,
,3695,,,,,1,2,,,,
,4909,,,,,,,,1,,1
,6211,,,,,,16,,,,
,6511,2,,,,,,,,,
,9236,,,,,,,,3,,
ARTICULO17611,222,,,,,,3,,,,
,427,,,,,,,,4,,
,2216,,,,,2,,,,,
,3029,,,,1,,,,,,
,6511,2,,,,,,,,,
,7773,,,,,,,,,,6
ARTICULO17617,427,,,,,,,,,,2
,2216,,,,,1,,,,,2
,2396,,,,,,4,,,,
,3164,,,,,,,,,,5
,3422,,6,10,10,,,10,,15,24
,3695,,,,,,,4,3,,
,4073,,,,,,,,,4,
,4453,2,,,,,,,,,
,4909,,,,10,6,6,14,,,9
,6096,,,,10,,,5,,,
,6417,,4,,,,,,,,
,6471,,,,,,,,2,,
,6817,,,,,,,,10,,
,7911,,,3,,,,,,,
,8466,,,,,,8,,4,4,
,8620,,,,10,,,,,,
,9033,,,,,,3,,,,
,9436,,,,,,,,1,,
ARTICULO17635,2216,,,,8,,,,,,
,4805,1,,,,,,,,,
,6096,,,,,,,4,,,
ARTICULO17638,2216,,,,4,,,,,,
ARTICULO17639,2694,,6,,,,,,,,
,4909,,3,4,2,2,2,1,3,4,2
ARTICULO17641,2216,,2,,,,1,,,,
,2435,4,,,,2,,,,1,
,3578,2,,,,,,,,,
,3695,,1,,,,,,,,
,9139,,,,,,,,2,,
ARTICULO17646,289,,,,,,,,,,1
,3076,10,,10,32,,,,,,
,3164,,,,,2,,,,,
,13027,,,,,,,6,,,
ARTICULO17650,5493,,,,,,,,1,,
ARTICULO17651,6678,,,,,,,,,1,
ARTICULO17652,5663,1,,,,,,,,,
ARTICULO17653,222,,4,12,,16,,,,,
ARTICULO17654,222,,,2,,,,,,,
ARTICULO17655,3460,1,,,,,,,,,
ARTICULO17656,8023,,1,,,,,,,,
ARTICULO17657,1654,,1,,1,,,2,1,,
ARTICULO17658,1328,,,,,1,,,,,
,7071,,,,,1,,,,,
,8595,,,,2,1,,,,,
ARTICULO17661,1986,,,1,,,,,,,
,2461,,,,,,,,,1,
,7071,,,,,1,,,,,1
ARTICULO17664,1654,,,,,,,1,,,
,9356,,,,,,,1,,,
ARTICULO17666,5109,,,,,,,,,1,
ARTICULO17667,1654,2,4,,,,,,,,
ARTICULO17668,1654,,,1,,,,1,1,,
ARTICULO17669,1654,,1,,,,,,,,
ARTICULO17670,1654,,,8,2,,,,,,
,9298,,,,,,,,,1,
,9508,,,,,,,,1,,
ARTICULO17673,5340,1,1,,,,,,,,
ARTICULO17674,1654,,,,,3,,,,,
ARTICULO17675,8462,,,,2,,,,,,
ARTICULO17676,425,,4,2,4,,2,,4,,
,2119,,1,,,,,,,,
,2435,,,,,,,,1,,
,3164,,,,,1,,,,,
,4517,,,,3,,,,,,
,7426,,,,1,,,,,,
,8524,,,,1,,,,,,
,9058,,,,,,1,,,,
ARTICULO17684,1131,,,,,,1,,,,
,2404,1,1,,,,,,,,
,2927,,,,,1,8,2,9,,3
,6209,,,,,,,,6,,
ARTICULO17688,1420,,,,,,,1,,,
,2119,,,,1,,,,,,
,4884,,,,,,,,,,1
,7460,,,,2,,,2,,,
,7837,1,1,,,,,,,,
,9447,,,,,,,,1,,
,9684,,,,,,,,,,1
,9771,,,,,,,,,2,
ARTICULO17696,425,,2,4,,,2,,,,2
,427,,,,,,1,,,,
,2294,,1,,2,1,,,,,
,6767,,,,1,2,,2,,,
,8070,,,1,,,,,,,
,8328,,,,,,,,1,,
,9385,,,,,,,2,,,
,9449,,,,,,,1,,,
,9791,,,,,,,,,2,
,9886,,,,,,,,,4,
ARTICULO17706,425,,1,,,1,,,1,,2
,1395,,,,,,,,,,
,2695,,,,,,1,,,,
,2822,,,,,,,,,,1
,2826,1,,,,,,,,,
,7284,,,2,,,,,,,
,8040,,,,,,,,,1,
,8356,,,2,,,,,,,
,8854,,,,,1,,,,,
,8913,,,,,,,,,1,
